key;structure;modulation;num_sections;response_size_bytes;response_json;computation_time_ms
Random;ABC;Random;3;265;{""key"":""Dmin"",""structure"":""ABC"",""sections"":[{""chords"":""Dm7|E7#9|A7b13,D7b13|Gm7"",""label"":""A"",""key"":""Dmin""},{""chords"":""F|Cm7|F7|Bb6|Bb6|G7|C7|C7,Fmaj7"",""label"":""B"",""key"":""F""},{""chords"":""F7|Bbm7|Bbm7|Eb7|F7|Bb7|Am7|D7|Gm7|C7|Am7|Fm7|Bbm7|Am7"",""label"":""C"",""key"":""F""}]};715
Random;ABC;Random;3;397;{""key"":""C"",""structure"":""ABC"",""sections"":[{""chords"":""D7,Dm7|G7#5,C|C7,B7,E7,F6|C7#5,Fmaj7,Cmaj7,Cmaj7|F7,F7|C6,C6|Bm7b5,E7b9|Am7,Dm7"",""label"":""A"",""key"":""C""},{""chords"":""G,D7,D7,Gmaj7|Em7,A7,Cm7,F7|Bbm7,Ebm7,Ebm7,C#m7|F#m7,B7b9|Em7,Eb7|Abmaj7,Abmaj7|Am7|D7,G6"",""label"":""B"",""key"":""G""},{""chords"":""Bbmaj7|Gm7,C7|C7|Cm7,F7|Bb6|Cm7,F7|Bbmaj7,Bb7|Bb7,Bb7|Ebmaj7|Cm7,F7|F7|Bb6,Eb7"",""label"":""C"",""key"":""Bb""}]};727
Random;ABC;Random;3;281;{""key"":""G"",""structure"":""ABC"",""sections"":[{""chords"":""Gmaj7,Cmaj7|G|Em7,A7|A#07|Bm7,E7|A7|Am7,B7|Emaj7"",""label"":""A"",""key"":""G""},{""chords"":""Gmaj7|C7|C7|B7|Em7|A7"",""label"":""B"",""key"":""G""},{""chords"":""Ebmaj7|Ebmaj7|Fm7|Bb7|Eb6|Fm7,Db7|D0|Ebmaj7,Db7|Ebmaj7|Ab7#11"",""label"":""C"",""key"":""Eb""}]};837
Random;ABC;Random;3;354;{""key"":""Emin"",""structure"":""ABC"",""sections"":[{""chords"":""Em9|Fmaj9#11,Em9|B7#5#9|Em9|C#13,C#9#5|F#m9,Am9"",""label"":""A"",""key"":""Emin""},{""chords"":""E7,Cm7|Bm7,E7|Amaj7,Amaj7|A7,G#7|G#7,C#m7|C7,Bm7|E7,C#m|C7,Bm7"",""label"":""B"",""key"":""A""},{""chords"":""Emaj7,Bbm7|Bbm6,A7b9#9|Dmaj7,Emaj9#11|D#m7,C#m7|F#7,F#m|B7,G#m7b5|C#7b9,Amaj7|Amaj7,Emaj7"",""label"":""C"",""key"":""E""}]};776
Random;ABC;Random;3;339;{""key"":""F"",""structure"":""ABC"",""sections"":[{""chords"":""F|F|C7|Cm7|F7|Bbmaj7|Bm7,Bm7|E7"",""label"":""A"",""key"":""F""},{""chords"":""Gm7,Gm7|Gm7,Am7b5|D7,Am7b5|D7b9|Gm7,Bb7|Em7b5,Ebm6,Gm7|Gm7,Gm7|Cm7,Fm7"",""label"":""B"",""key"":""Gmin""},{""chords"":""Gm,Gm7|D7|Gm6|Gb7#9,Bb13|Dm7,Bm7b5|Em7b5,Gm7|F,Gm7,Cm7,Gm7|C7sus|C7sus,C7sus|C7sus"",""label"":""C"",""key"":""Gmin""}]};862
Random;ABC;Random;3;281;{""key"":""F"",""structure"":""ABC"",""sections"":[{""chords"":""F6|Gm7|C7|Fmaj7|Cm7|F7|F7#5|Bbmaj9"",""label"":""A"",""key"":""F""},{""chords"":""Gmaj7#11|F#7b13|Bm7,B7|B7,B7|B7|B7|B7,B7|B7,B7"",""label"":""B"",""key"":""Bmin""},{""chords"":""Fm|Bbm6|F7b9|Bbm7|Bbm7|Eb7|Ab6,Bb7|Bb7,Abmaj7"",""label"":""C"",""key"":""Fmin""}]};812
Random;ABC;Random;3;339;{""key"":""Eb"",""structure"":""ABC"",""sections"":[{""chords"":""Fm7|Bb7,Ebmaj7|Ebmaj7,Bbm7|Eb7,Abmaj7|Db7|C9,Fm7|Bb7|Gm7|Am7b5,Ab7|Gm7,C7b5b9|Fm7,Bb7|Gm7b5"",""label"":""A"",""key"":""Eb""},{""chords"":""Gbmaj7|Gbm|F#m7|B7alt|Emaj7|E6|Em7b5|A7#11"",""label"":""B"",""key"":""Db""},{""chords"":""Gbmaj7|Eb7#9|Dmaj7,Ab7|Gmaj7#11,F#m7|B7|Em7|A7|Dmaj7"",""label"":""C"",""key"":""Gb""}]};842
Random;ABC;Random;3;328;{""key"":""G"",""structure"":""ABC"",""sections"":[{""chords"":""G6,Am7|D7,Gmaj7|B7b13|Em7,A7|D7,G7|D7#9,Eb7#9|D7#9|Dm7,G7"",""label"":""A"",""key"":""G""},{""chords"":""Am,Amb6|Am,F#m7b5|F#m7b5,B7b9|Bm7b5,Am7|C7,Fmaj7|Fmaj7,G9|E7|Am9"",""label"":""B"",""key"":""Amin""},{""chords"":""B7#5|B7#5|B7#5|B7#5|B7#5|B7#5|B7#5|B7#5|B7#5|B7#5,B7#5"",""label"":""C"",""key"":""B""}]};926
Random;ABC;Random;3;321;{""key"":""Bb"",""structure"":""ABC"",""sections"":[{""chords"":""Bbmaj7,Bbmaj7|Gm7,F7|Dm7,Gm7|C7,C7|Cm7,F9sus|F9sus,Eb7#11|Bb6,Bb6|Cm7,F7"",""label"":""A"",""key"":""Bb""},{""chords"":""Ebmaj7,Ab7|Gm7|Am7b5,D7b9|Gm|Gbm,Fm7|Bb7|Eb6,Fm7|Bb7,Ebmaj7"",""label"":""B"",""key"":""Eb""},{""chords"":""B7alt|Em7|Em7|Cm7|Cm7|F7|Bbmaj7|D7"",""label"":""C"",""key"":""Gmin""}]};1000
Random;ABC;Random;3;35;{""error"":""Request failed with status code 500""};1084
Random;ABC;Random;3;263;{""key"":""Fmin"",""structure"":""ABC"",""sections"":[{""chords"":""Fm7|Eb|Fm7|Bb7#9|Eb7|C7#9,Fm6,Bbm7,Gm7b5|C7|Fm7,Eb"",""label"":""A"",""key"":""Fmin""},{""chords"":""Fm|C7b5#9|Fm|Fmaug|Fm6|Gm7b5|C7|Fm7"",""label"":""B"",""key"":""Fmin""},{""chords"":""Gbmaj7|F7|G7|Cmaj7"",""label"":""C"",""key"":""Gb""}]};861
Random;ABC;Random;3;279;{""key"":""C"",""structure"":""ABC"",""sections"":[{""chords"":""Cmaj7|F#m7b5|B7b9|Em|Eb07|Dm7|G7sus|C6"",""label"":""A"",""key"":""C""},{""chords"":""Dm6,Em7b5|A7b9,Dm7|G7,Gm7|C7,C7|Fmaj7|Fm7|Bb7,Gm7|C7,Fmaj7"",""label"":""B"",""key"":""F""},{""chords"":""G6|D7|Cmaj7|C#m7b5|F#7|F7|Bm7|Em7"",""label"":""C"",""key"":""G""}]};810
Random;ABC;Random;3;302;{""key"":""Cmin"",""structure"":""ABC"",""sections"":[{""chords"":""Cm6,Cm6|Cm6,Fm7|Cm7,Am7b5|Ab7,G7,Cm7,Db7"",""label"":""A"",""key"":""Cmin""},{""chords"":""Bbmaj7|Db07|Cm7|F7|F7|Bbmaj7|F7sus,Bb|Gm7,Gm7"",""label"":""B"",""key"":""Bb""},{""chords"":""G/D,null|,null|,null|,null|,null|,null|,null|,null|,null|"",""label"":""C"",""key"":""Bmin""}]};895
Random;ABC;Random;3;347;{""key"":""Cmin"",""structure"":""ABC"",""sections"":[{""chords"":""Cm7,Cm7|Db7#11,Eb7|Ab6,G7|Cm6,Cm6|Cm6,Cm6|Cm,Bbm7|Bb7b13|Ebm7"",""label"":""A"",""key"":""Cmin""},{""chords"":""Fm11|Eb69,Fm11|Am11|Fm11,Fm11|Eb69|D7#9,Ebm7|Ab7,Db7|Gm7b5"",""label"":""B"",""key"":""Fmin""},{""chords"":""Eb7#9|Fm9,Bb13b9|Am7b5|Abm7,Db7|Ebmaj7,Fm7|Bb7,Fm7|Bb7|Ebmaj7,Ebmaj7"",""label"":""C"",""key"":""Eb""}]};1083
Random;ABC;Random;3;35;{""error"":""Request failed with status code 500""};970
Random;ABC;Random;3;272;{""key"":""F"",""structure"":""ABC"",""sections"":[{""chords"":""Gm7|C7,F6|Bbm6|Am7b5|D7b9|Gm7"",""label"":""A"",""key"":""F""},{""chords"":""Bbmaj7|Eb7|Dm7|G7|Cm7|Dm7|Cm7|Bb6,B0"",""label"":""B"",""key"":""Bb""},{""chords"":""Em6|Bm7b5|E7#9,Am7|Am7|Fmaj7|Em7,Em7|Em7,Am7|Fmaj7,B7"",""label"":""C"",""key"":""Emin""}]};982
Random;ABC;Random;3;299;{""key"":""Eb"",""structure"":""ABC"",""sections"":[{""chords"":""Ebmaj7|Cm7,F7|Fm7|Bb7|Eb6|Eb6|Fm7|Bb7"",""label"":""A"",""key"":""Eb""},{""chords"":""Fm7|Dm7b5,Bbm9|Eb13|Abm9,Db13|F#m9,B13|Gm9,C13|Fm,Bbm6|Ab7,Db,Eb,Fm7"",""label"":""B"",""key"":""Fmin""},{""chords"":""Bbm7|Eb7b9|Ab13|Db9|Fm6|Db9|Bb7sus|Bb7"",""label"":""C"",""key"":""Ab""}]};687
Random;ABC;Random;3;322;{""key"":""Eb"",""structure"":""ABC"",""sections"":[{""chords"":""Bb7b5b9|Bb7b5b9|A7|Dm7|Ebm7|C#m7|F#7|Bmaj7|Bb7|Eb6|E07|Fm7"",""label"":""A"",""key"":""Eb""},{""chords"":""Am7|Dbmaj7|Gb7#11|Bmaj7|Ebm7|A7sus|Dmaj7|Am7"",""label"":""B"",""key"":""Amin""},{""chords"":""Am7b5|D7b9|Gmaj7|Bbm7,Eb7|Abmaj7,Gm7|Db7#11,Ebmaj7|Ebmaj7|Abmaj7"",""label"":""C"",""key"":""Eb""}]};684
Random;ABC;Random;3;377;{""key"":""C"",""structure"":""ABC"",""sections"":[{""chords"":""Cmaj7,Fm7|Bb7,Am7|D7|Gm7|C7,C7|F,F#07|G7|Dm7,G7"",""label"":""A"",""key"":""C""},{""chords"":""Gmaj7,Gmaj7|D7,G|G,Dm|Em7b5|A7b9,D7b9|Dm7,G7#11|Dm7,G7|C7,Gmaj7"",""label"":""B"",""key"":""G""},{""chords"":""Bb6|Bb7#5,Ebmaj7|Ebmaj7|Dm7b5,G7sus|G7|G7,Cm|Dm|Bb,F7|Bb6,Db07|D7#5,Ebmaj7|G7|D6,Dm7,G7|G7|Cm7|F7|Bb7,Bb7|Eb7|Ab7,Bb"",""label"":""C"",""key"":""Bb""}]};670
Random;ABC;Random;3;250;{""key"":""Db"",""structure"":""ABC"",""sections"":[{""chords"":""Gm7b5|C7"",""label"":""A"",""key"":""Db""},{""chords"":""Eb6|Abmaj7|Cm7|Cm6|Gm7|D7b9|Gm7|C7"",""label"":""B"",""key"":""Eb""},{""chords"":""Cm7|Dm7b5|G7b13|Cm6|Cm6|Cm6,G7alt|Cm7,Dm7b5|G7b9,Cm7"",""label"":""C"",""key"":""Cmin""}]};700
Random;ABC;Random;3;35;{""error"":""Request failed with status code 500""};860
Random;ABC;Random;3;328;{""key"":""Fmin"",""structure"":""ABC"",""sections"":[{""chords"":""Fm7|Bb7|Fm7|Bb7|Db7|Db7|C7sus|Fm7"",""label"":""A"",""key"":""Fmin""},{""chords"":""F7#11,Fm9|Bb7b9,Abmaj7#11|G7b9,Cm7|Cm7,F7|Bb7,Ebmaj7|Dm7b5,G7#5|Cm7,Dm7b5|G7b9,Cm6"",""label"":""B"",""key"":""Cmin""},{""chords"":""Gm7|C7,F6|Eb7,Fmaj7|Fmaj7,C7|F6,Gm7|C7,F6|C7|Db7,Fmaj7"",""label"":""C"",""key"":""F""}]};840
Random;ABC;Random;3;336;{""key"":""Bmin"",""structure"":""ABC"",""sections"":[{""chords"":""G/D|null||null"",""label"":""A"",""key"":""Bmin""},{""chords"":""Dm7|Dm6,Bm7b5|Bb7,A7|Dm,Gm7|F|Dm7,Dm6|Bm7b5,Bb7|Ebmaj7,Ebmaj7"",""label"":""B"",""key"":""Dmin""},{""chords"":""Abm7|Bmaj7#11,F#m7|G#m7|F#m7,G#m7|F#m7|G#m7,F#m7|G#m7,F#m7|G#m7,F#m7|G#m7|F#m7,G#m7|F#m7|G#m7,F#m7"",""label"":""C"",""key"":""G#min""}]};822
Random;ABC;Random;3;278;{""key"":""Eb"",""structure"":""ABC"",""sections"":[{""chords"":""Cm7|F7|Fm7|Bb7,Ebmaj7|C7|Fm7|Bb7,Ebmaj7|Ebmaj7,Ebmaj7|Bb7b9|Eb7|Bbm7|Eb7|Abmaj7"",""label"":""A"",""key"":""Eb""},{""chords"":""Fm7"",""label"":""B"",""key"":""Ab""},{""chords"":""Ebmaj7|A7,C|G6|C7b9|Fm7|Bb7|Ebmaj7|E07,Fm7"",""label"":""C"",""key"":""Eb""}]};842
Random;ABC;Random;3;413;{""key"":""G#min"",""structure"":""ABC"",""sections"":[{""chords"":""Abm|Abm,Abm|Abm,Abm|Abm,Abm|Abm|Abm,Abm|F#7,B7|Abm,Abm"",""label"":""A"",""key"":""G#min""},{""chords"":""C#m9,C9#11|C#m9,C9#11|C9#11,C#m9|F#m9,E|D6,D6|D6,Fmaj7#11|E|G#m7|G#m7,Amaj7|E69,Gmaj7|Dmaj9,B|Bm6,Bm7|C,C#m7,C#m7,C#m7|C#m7,Bm7|E7,C#m7|C#m7,Bm7"",""label"":""B"",""key"":""C#min""},{""chords"":""Abm7|Bbm7|Abm7|Bbm7|Abm7|Bbm7|Abm7,Bbm7|Abm7,Bbm7"",""label"":""C"",""key"":""G#min""}]};857
Random;ABC;Random;3;348;{""key"":""Eb"",""structure"":""ABC"",""sections"":[{""chords"":""Ebmaj7|Ebmaj7|E07|Fm7|Db7|Ebmaj7|Cm|G7|Cm7|Fm7|Bb7|Bbm7"",""label"":""A"",""key"":""Eb""},{""chords"":""D7b9|D7b9|Gm7|Gm7|Gm7,Gm7|Gm7,C9|Cm7|Gm7|Em7b5|Ebm6|Cm7|Am7b5|D7,Am7b5|D7b9,D7b9"",""label"":""B"",""key"":""Gmin""},{""chords"":""Gm7|Ebmaj7|Cm7,F7|Bbmaj7,A7#9|D7b9|Gm|Ebmaj7|E07|Bbmaj7"",""label"":""C"",""key"":""Gmin""}]};861
Random;ABC;Random;3;334;{""key"":""Eb"",""structure"":""ABC"",""sections"":[{""chords"":""Eb6|Am7b5|Abm6|Abm6|Eb6|Bbm7|Eb7|Abmaj7|Bb7|Ebmaj7|Ebmaj7|Ebmaj7"",""label"":""A"",""key"":""Eb""},{""chords"":""Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm11,Dm11"",""label"":""B"",""key"":""Dmin""},{""chords"":""Em7,Gm7|F#m7b5,B7b9|Em6,Bm7b5|E7#9,Am9|B7b9#5,Em9|Fmaj9,Em9|B13|E7#9"",""label"":""C"",""key"":""Emin""}]};874
Random;ABC;Random;3;356;{""key"":""G"",""structure"":""ABC"",""sections"":[{""chords"":""Gmaj7,Cmaj7|Bm7,E7|Eb7#11,D7|Gmaj7,Gmaj7,Eb7,D7|Gmaj7,Am7|D7,Dm7,A7b13,Dm7|B7,Em7|Am7,Am7"",""label"":""A"",""key"":""G""},{""chords"":""Fmaj7|Dm7|Eb9|Ab7|Gm7,C7|Bbm7,G7b9#11|C7|Bb7"",""label"":""B"",""key"":""F""},{""chords"":""Gbmaj7|G7#11|Gbmaj7|Dbm7,Gb7|Cmaj7,Bm7|Bb7,Amaj7|Amaj7,Amaj7|Amaj7,Amaj7"",""label"":""C"",""key"":""Gb""}]};796
Random;ABC;Random;3;294;{""key"":""Dmin"",""structure"":""ABC"",""sections"":[{""chords"":""Dm7|Cm7|Abmaj7|Am7|D7,Gm7|C7b9,Fmaj7"",""label"":""A"",""key"":""Dmin""},{""chords"":""C#m7|F#7|G0|G#m7|Dm7|Dm7|Dm7|Dm7|G7|Cmaj7|Am7|D7|Gmaj7|Cmaj7"",""label"":""B"",""key"":""Emin""},{""chords"":""Fmaj7|D7|Gm7|C7,F6|F6|D7b9|Gm7|Bbm7,Eb7"",""label"":""C"",""key"":""F""}]};856
Random;ABC;Random;3;271;{""key"":""Bb"",""structure"":""ABC"",""sections"":[{""chords"":""Bbmaj7,Gbmaj7|Dmaj7|Bm7"",""label"":""A"",""key"":""Bb""},{""chords"":""Dm6|Bb7|Ebmaj7|A7,Dm|Dm,Dm|Bm7b5,E7b9|A7alt,Dm7|Dm7"",""label"":""B"",""key"":""Dmin""},{""chords"":""Bbmaj7|B07,Cm|F7|Dm7,Gm7|Gm|D7|Dm7b5|G7b9"",""label"":""C"",""key"":""Bb""}]};797
Random;ABC;Random;3;333;{""key"":""G"",""structure"":""ABC"",""sections"":[{""chords"":""Gmaj7,G6|Dm7,G7|Cmaj7,F#m7b5|F#m7b5,B7b9|Em7,A7|Am7,D7|Gmaj7|E7"",""label"":""A"",""key"":""G""},{""chords"":""Gmaj7,Bm7b5|E7b9,Am7|F#m7b5,B7b9|Em7|A7,D7|Em7,A7|Am7|D7,Gmaj7|C7#11|Gmaj7,Gmaj7"",""label"":""B"",""key"":""G""},{""chords"":""F6|Bbm7,Eb7|Ab6|Fm7,Fm7|C7b9|F6|E7|Amaj7"",""label"":""C"",""key"":""F""}]};950
Random;ABC;Random;3;342;{""key"":""Bb"",""structure"":""ABC"",""sections"":[{""chords"":""Eb7,Ab7|Dbmaj7,Abm7,Db7|Cm7,F9|Bb6,Bb6,Cm7|C#m7|F#7|Cm7|F7|Ab7,Bb6|Cm7,F7#9|Bbmaj7,Bbmaj7|Fm7"",""label"":""A"",""key"":""Bb""},{""chords"":""D7|G7|Cm,Am7b5|D7b9,Gm7b5|C7b9|Fm7|Fm7,Bb7|Ebm7,Ebm7"",""label"":""B"",""key"":""Cmin""},{""chords"":""Fmaj7,F|F|A7|D7|Bbm7,Eb7|D7|Gm7,C7|Am7,Ab7"",""label"":""C"",""key"":""F""}]};980
Random;ABC;Random;3;348;{""key"":""C"",""structure"":""ABC"",""sections"":[{""chords"":""Cmaj7,Am7|E7,Am7|Dm7,G7|C6,F7|Bb7#11,A7|Dm7,Eb7#11|D7#11,Dm7|G7,Cmaj7|Am7,Am7|Dm7,G7|C|C"",""label"":""A"",""key"":""C""},{""chords"":""Dm|Em7b5|A7b9|Dm|Dm|Dm|Bm7b5|E7#9"",""label"":""B"",""key"":""Dmin""},{""chords"":""Bbmaj7,Bbmaj7|Bbmaj7,Ebmaj7|Am7b5,D7|Gm6,Gm6|Gm6,Db7|Gb7,Bm7|E7b9|Am,Am"",""label"":""C"",""key"":""Gmin""}]};1002
Random;ABC;Random;3;35;{""error"":""Request failed with status code 500""};1062
Random;ABC;Random;3;294;{""key"":""G"",""structure"":""ABC"",""sections"":[{""chords"":""F#m7|B7|Bbmaj7|Bbmaj7"",""label"":""A"",""key"":""G""},{""chords"":""Cm6|D7b9|Gm7b5,C7b9|Fm7,Bb7|Bbm7,Eb7|Ab7,Db7|Eb,Abm6|Ebmaj7,Bbm7"",""label"":""B"",""key"":""Eb""},{""chords"":""Bbmaj7|F7#5,Bb|Eb6,Am7b5|D7b9,Gm6|C7|F7,Dm7|G7,Cm7|F7,Bb6"",""label"":""C"",""key"":""Bb""}]};782
Random;ABC;Random;3;305;{""key"":""Bb"",""structure"":""ABC"",""sections"":[{""chords"":""Bbmaj7#11|Bbmaj7#11|Bbmaj7#11|Bbmaj7#11|Gmaj7#11|G07|A#07|Bm11"",""label"":""A"",""key"":""Bb""},{""chords"":""Abmaj7|Ab7|Ab7|Dbmaj7|Dbmaj7|Dm7|G7|Cmaj7"",""label"":""B"",""key"":""Ab""},{""chords"":""Cm7,Baug|Dm7b5,G7|C7,Fm|Em|Ebm|Ebm|Ebm|Dm7,Dm7"",""label"":""C"",""key"":""Cmin""}]};685
Random;ABC;Random;3;264;{""key"":""F"",""structure"":""ABC"",""sections"":[{""chords"":""Fmaj7|Bm7b5|E7b9|E7b9,Amaj7|Gm7,C7|Gm7,Gm7"",""label"":""A"",""key"":""F""},{""chords"":""A/E|null||null||null||null"",""label"":""B"",""key"":""A""},{""chords"":""Bbmaj7|G7,C7|F7|Cm7|F7,Cm7|F7,Bb6|Bb7#5|B7,B7"",""label"":""C"",""key"":""Bb""}]};715
Random;ABC;Random;3;257;{""key"":""G"",""structure"":""ABC"",""sections"":[{""chords"":""G69|G69|G69|E7"",""label"":""A"",""key"":""G""},{""chords"":""Fmaj7|Gm7|C7b9|Ab69|Gb69|A69|D69|Db69,Db69"",""label"":""B"",""key"":""F""},{""chords"":""Ebmaj7|Gm7,C7|Fmaj7|Fm7,Bb7|Fm7,Bb7|Eb,Eb6|B|F#,Db"",""label"":""C"",""key"":""Eb""}]};710
Random;ABC;Random;3;337;{""key"":""F"",""structure"":""ABC"",""sections"":[{""chords"":""Fmaj7|A7|Dm7|Gm7,C7|Am7b5|Dm7b5,G7b13|Cm6"",""label"":""A"",""key"":""F""},{""chords"":""Gm6,Gm6,Gm6,Gm6|Gm6,Gb7#9,Bb13,Dm7|A13b9,Gm,Gm,Gm|Gm,Gm|Gm,Ebmaj7"",""label"":""B"",""key"":""Gmin""},{""chords"":""F7|Bb7|Cmaj7,G7sus|C|C,C|Caug|Cmaj7|F#m7b5|Em7|A7|D7,G7|Cmaj7|F7|Bb7#11|Em7|A7"",""label"":""C"",""key"":""C""}]};939
Random;ABC;Random;3;35;{""error"":""Request failed with status code 500""};826
Random;ABC;Random;3;295;{""key"":""Ab"",""structure"":""ABC"",""sections"":[{""chords"":""Dbmaj7|Eb7|Ab6|F7|Bb7|Eb7|Abmaj7|Cm7b5"",""label"":""A"",""key"":""Ab""},{""chords"":""Ebmaj7|Ebmaj7,Ebmaj7|Ebmaj7|Fm7|Bb7|Abm7|Db7,Abm7|Db7,Gbmaj7"",""label"":""B"",""key"":""Eb""},{""chords"":""Am7|Bm7,Am7|Bm7b5|E7b9|Am6|E7b9|Am7|Bm7b5"",""label"":""C"",""key"":""Amin""}]};828
Random;ABC;Random;3;500;{""key"":""F"",""structure"":""ABC"",""sections"":[{""chords"":""Fmaj7|Bb7|G7b9|G7b9|Cm7|F7|Cm7|F7|Bbm7|Bmaj7|Gbmaj9|Em69|Dmaj9|Dm9|Dm9|G13|Db69|Gb69|Gm9|Fmaj9|Fm9|Fmaj9|Cm9|Cm9|Cm9|F7#5|Bbmaj7|Am7|Bbmaj7|Em7b5|A7|Dm"",""label"":""A"",""key"":""F""},{""chords"":""Em7|A7|Em7|Dmaj7|Dmaj7|Ebmaj7#11|Ebmaj7#11|Ebmaj7#11|Db7#5#9|Bbmaj7#11|D|A7|Dmaj7|Dmaj7|Dmaj7|Dmaj7"",""label"":""B"",""key"":""D""},{""chords"":""Dm7|G7|Gm7,C7|Gm7,C7sus|F,Gm7|C7,Fmaj7|Gm7,C7|F6,A7#5|Bb7#11,Fmaj7|G07,G7|Gm7,C7|Fmaj7,Bm7b5,E7,F#07"",""label"":""C"",""key"":""F""}]};952
Random;ABC;Random;3;265;{""key"":""Bb"",""structure"":""ABC"",""sections"":[{""chords"":""Cm7,Cm7|F7,Bb6|Fm7,Bb7|Bb7,Ebmaj7|Ebm7,Dm7|Gm7,Cm7|F7,Bbmaj7|Am7b5,D7"",""label"":""A"",""key"":""Bb""},{""chords"":""Gm7"",""label"":""B"",""key"":""Dmin""},{""chords"":""Fm7|Fm7|Fm7|C7|Fm|Fm,C7b5#9|Fm7|Fm7"",""label"":""C"",""key"":""Fmin""}]};1010
Random;ABC;Random;3;281;{""key"":""Cmin"",""structure"":""ABC"",""sections"":[{""chords"":""Cm7,F7|D,Bbmaj7|Am7b5,Ab7|G7,Cm|Fm7,G7b9|Cm7,Cm7|G7b9,Cm|Dm7b5,G7b13"",""label"":""A"",""key"":""Cmin""},{""chords"":""Bb|Bb|Bbmaj7|G7|Cm7|F7|Bb6|Eb7"",""label"":""B"",""key"":""Bb""},{""chords"":""Am7,Bm7|E7b13|Am7,A7|A7"",""label"":""C"",""key"":""Amin""}]};1019
Random;ABC;Random;3;329;{""key"":""Bb"",""structure"":""ABC"",""sections"":[{""chords"":""Ebmaj7,Em7b5|A7,Bbmaj7|Db7,Gb7|F7,Bb6|Gm7,Em7b5"",""label"":""A"",""key"":""Bb""},{""chords"":""Em9|Em9|Bm9,Bm9|Gm9,Ebmaj7#11|Abmaj7#11|Am9|Dm9|Gm9|Ebmaj7#11|Abmaj7#11|Am9|Dm9|Gm9|Ebmaj7#11"",""label"":""B"",""key"":""Bmin""},{""chords"":""Bb|Cm7|F7|F7|Bbmaj7|Bbmaj7|Cm7|F7"",""label"":""C"",""key"":""Bb""}]};1005
Random;ABC;Random;3;347;{""key"":""C"",""structure"":""ABC"",""sections"":[{""chords"":""C6|Dm7|G7|Em7b5|Bb7|B7|Emaj7|Amaj7"",""label"":""A"",""key"":""C""},{""chords"":""Gm,Gm|A7#9,Ab7|Gm7,Cm7|F7,Bbmaj7|Cm7,F7|Bbmaj7,Eb7#11|Eb7#11|Eb7#11,D7b9"",""label"":""B"",""key"":""Gmin""},{""chords"":""Fm6|Gm7b5|Fm|Fm|Fm|Fm|F7|Bbm7|Cm7b5|F7b9|Bbm6|F7b9|Bbmaj7,Fmaj7|Dm7,G7|Cmaj7|C#m7,F#7"",""label"":""C"",""key"":""Fmin""}]};652
Random;ABC;Random;3;338;{""key"":""C"",""structure"":""ABC"",""sections"":[{""chords"":""Gmaj7,Am7|D7#11,D7#11|D7#11,D7#11|Dbmaj7#11,Dbmaj7#11|Dbmaj7#11,Cmaj7#5|Db,Bbm7"",""label"":""A"",""key"":""C""},{""chords"":""Bbmaj7|Dm7b5|G7b9|Cm7|C#07|Bbmaj7,A7|Dmaj7|Bm7"",""label"":""B"",""key"":""Bb""},{""chords"":""Ebm7b5|Ab7b9,Dbmaj7|Bbmaj7|Bb7#5|Eb9|Amaj7|Amaj7|D7#11,Dbmaj7"",""label"":""C"",""key"":""Db""}]};702
Random;ABC;Random;3;417;{""key"":""Amin"",""structure"":""ABC"",""sections"":[{""chords"":""Am7,Bm7|Am7,Bm7b5|E7b9,Am|Am,E7|Am9,Abmaj7|Cmaj9,F#m7b5|F7#11,E7b9|Em7b5,A7b9"",""label"":""A"",""key"":""Amin""},{""chords"":""Dm|Dm|D7|G7|G7|Cmaj7|F7|Bb7|A7b9|Dm6|Gm6|Gm7b5|C7b9|Fmaj7|Em7b5|A7b9"",""label"":""B"",""key"":""Dmin""},{""chords"":""Cmaj7,Fm6|Cmaj7,Gm7|C7,Fmaj7|Bb7,C6|Eb07,G7|Dm7,Dm7|G7,G#07|Dm7,G7,G7,C6|Am7,Dm7|G7,Cmaj7|Am7,Dm7|G7,Em7|A7|D7,G7"",""label"":""C"",""key"":""C""}]};692
Random;ABC;Random;3;376;{""key"":""F"",""structure"":""ABC"",""sections"":[{""chords"":""F7|Dm7|Gm7|D7|Db7|Fm|C,Bm7|Am7,Bbmaj7|Eb7#11|Am7|Ab7|C7|Fmaj7|Fmaj7|Cm7|F7|Eb7|D7|Gm7|C7|Fmaj7|Fm7|Bb7|B07|F|F"",""label"":""A"",""key"":""F""},{""chords"":""Gm7|C7|Am7|Bbmaj7|Bbmaj7|Bbmaj7|Bbmaj7|Bb07|Am7|D7|Gm7|Cm7|F7|Bbmaj7|B07|F6"",""label"":""B"",""key"":""F""},{""chords"":""Gm7|C7|Fmaj7|Bbmaj7|Em7b5|A7b9|Dm|Dmb6"",""label"":""C"",""key"":""Dmin""}]};711
Random;ABC;Random;3;269;{""key"":""Fmin"",""structure"":""ABC"",""sections"":[{""chords"":""Fm11"",""label"":""A"",""key"":""Fmin""},{""chords"":""Bb7#5#9|Eb7#9|D7sus|E7sus|Dm7|Bb7b9#11|Ab7#5|G7"",""label"":""B"",""key"":""Db""},{""chords"":""Db6|Bbm7|Bb7,Ebm7|Ebm7,Ab7|Dbmaj7,Ebm7|Ab7,Dbmaj7|Em7|A7,Ab7"",""label"":""C"",""key"":""Db""}]};838
